x,y,label
9,52,2
9,53,2
9,54,3
9,55,2
9,56,2
9,57,2
9,58,2
9,59,1
9,60,2
9,61,2
9,62,2
9,63,2
9,64,2
9,65,2
9,66,2
9,67,2
9,68,2
9,69,2
10,0,2
10,1,2
10,2,2
10,3,2
10,4,2
10,5,2
10,6,2
10,7,2
10,8,2
10,9,2
10,10,2
10,11,2
10,12,2
10,13,2
10,14,2
10,15,2
10,16,2
10,17,2
10,18,3
10,19,2
10,20,2
10,21,2
10,22,3
10,23,3
10,24,2
10,25,3
10,26,2
10,27,3
10,28,2
10,29,2
10,30,3
10,31,2
10,32,2
10,33,3
10,34,2
10,35,3
10,36,3
10,37,2
10,38,3
10,39,2
10,40,2
10,41,2
10,42,3
10,43,2
10,44,2
10,45,3
10,46,2
10,47,3
10,48,2
10,49,2
10,50,3
10,51,2
10,52,3
10,53,2
10,54,2
10,55,3
10,56,3
10,57,2
10,58,2
10,59,2
10,60,2
10,61,2
10,62,2
10,63,2
10,64,2
10,65,2
10,66,2
10,67,2
10,68,2
10,69,2
11,0,2
11,1,2
11,2,2
11,3,2
11,4,2
11,5,2
11,6,2
11,7,2
11,8,2
11,9,2
11,10,2
11,11,2
11,12,1
11,13,2
11,14,2
11,15,2
11,16,3
11,17,3
11,18,2
11,19,2
11,20,3
11,21,3
11,22,2
11,23,3
11,24,2
11,25,3
11,26,2
11,27,2
11,28,3
11,29,2
11,30,2
11,31,3
11,32,2
11,33,2
11,34,3
11,35,2
11,36,3
11,37,2
11,38,3
11,39,2
11,40,3
11,41,2
11,42,2
11,43,3
11,44,2
11,45,2
11,46,3
11,47,2
11,48,3
11,49,2
11,50,3
11,51,2
11,52,3
11,53,2
11,54,2
11,55,2
11,56,3
11,57,2
11,58,2
11,59,2
11,60,2
11,61,2
11,62,1
11,63,2
11,64,2
11,65,2
11,66,2
11,67,2
11,68,2
11,69,2
12,0,2
12,1,2
12,2,2
12,3,2
12,4,2
12,5,2
12,6,2
12,7,2
12,8,2
12,9,2
12,10,1
12,11,2
12,12,2
12,13,2
12,14,2
12,15,2
12,16,3
12,17,2
12,18,2
12,19,2
12,20,3
12,21,2
12,22,3
12,23,2
12,24,3
12,25,2
12,26,3
12,27,2
12,28,2
12,29,3
12,30,2
12,31,2
12,32,3
12,33,2
12,34,3
12,35,2
12,36,3
12,37,2
12,38,3
12,39,2
12,40,3
12,41,3
12,42,2
12,43,2
12,44,1
12,45,2
12,46,2
12,47,2
12,48,3
12,49,2
12,50,2
12,51,3
12,52,2
12,53,3
12,54,2
12,55,2
12,56,4
12,57,4
12,58,2
12,59,2
12,60,2
12,61,2
12,62,2
12,63,2
12,64,2
12,65,2
12,66,2
12,67,2
12,68,2
12,69,2
13,0,2
13,1,2
13,2,2
13,3,2
13,4,2
13,5,2
13,6,2
13,7,2
13,8,2
13,9,2
13,10,2
13,11,2
13,12,2
13,13,2
13,14,3
13,15,3
13,16,2
13,17,2
13,18,3
13,19,2
13,20,3
13,21,2
13,22,2
13,23,3
13,24,2
13,25,3
13,26,2
13,27,3
13,28,2
13,29,2
13,30,3
13,31,2
13,32,3
13,33,2
13,34,3
13,35,2
13,36,3
13,37,3
13,38,2
13,39,3
13,40,2
13,41,2
13,42,3
13,43,2
13,44,2
13,45,1
13,46,2
13,47,3
13,48,2
13,49,3
13,50,2
13,51,3
13,52,2
13,53,3
13,54,3
13,55,2
13,56,2
13,57,2
13,58,1
13,59,2
13,60,2
13,61,2
13,62,2
13,63,2
13,64,2
13,65,2
13,66,2
13,67,2
13,68,2
13,69,2
14,0,2
14,1,2
14,2,2
14,3,2
14,4,2
14,5,2
14,6,2
14,7,2
14,8,1
14,9,2
14,10,2
14,11,2
14,12,2
14,13,2
14,14,3
14,15,2
14,16,2
14,17,2
14,18,3
14,19,2
14,20,3
14,21,3
14,22,2
14,23,3
14,24,2
14,25,3
14,26,2
14,27,3
14,28,2
14,29,2
14,30,3
14,31,2
14,32,3
14,33,2
14,34,3
14,35,2
14,36,2
14,37,3
14,38,2
14,39,2
14,40,3
14,41,3
14,42,2
14,43,3
14,44,2
14,45,2
14,46,1
14,47,2
14,48,2
14,49,3
14,50,2
14,51,3
14,52,2
14,53,2
14,54,2
14,55,4
14,56,2
14,57,2
14,58,1
14,59,2
14,60,2
14,61,2
14,62,2
14,63,2
14,64,2
14,65,1
14,66,2
14,67,2
14,68,2
14,69,2
15,0,2
15,1,2
15,2,2
15,3,2
15,4,2
15,5,2
15,6,2
15,7,2
15,8,2
15,9,2
15,10,2
15,11,2
15,12,2
15,13,3
15,14,2
15,15,2
15,16,3
15,17,2
15,18,3
15,19,2
15,20,2
15,21,3
15,22,2
15,23,2
15,24,3
15,25,2
15,26,3
15,27,2
15,28,2
15,29,3
15,30,2
15,31,2
15,32,3
15,33,2
15,34,2
15,35,3
15,36,2
15,37,3
15,38,2
15,39,3
15,40,2
15,41,2
15,42,3
15,43,2
15,44,2
15,45,1
15,46,2
15,47,2
15,48,3
15,49,2
15,50,3
15,51,2
15,52,3
15,53,2
15,54,4
15,55,2
15,56,4
15,57,2
15,58,2
15,59,1
15,60,2
15,61,2
15,62,1
15,63,2
15,64,2
15,65,2
15,66,2
15,67,2
15,68,2
15,69,2
16,0,2
16,1,2
16,2,2
16,3,2
16,4,2
16,5,2
16,6,2
16,7,2
16,8,2
16,9,2
16,10,2
16,11,2
16,12,3
16,13,3
16,14,2
16,15,2
16,16,2
16,17,3
16,18,2
16,19,3
16,20,2
16,21,3
16,22,2
16,23,3
16,24,2
16,25,3
16,26,2
16,27,2
16,28,1
16,29,2
16,30,2
16,31,3
16,32,2
16,33,3
16,34,2
16,35,3
16,36,2
16,37,3
16,38,2
16,39,2
16,40,3
16,41,2
16,42,2
16,43,3
16,44,2
16,45,2
16,46,1
16,47,2
16,48,2
16,49,3
16,50,2
16,51,2
16,52,2
16,53,3
16,54,2
16,55,4
16,56,2
16,57,4
16,58,2
16,59,5
16,60,2
16,61,2
16,62,2
16,63,2
16,64,2
16,65,2
16,66,2
16,67,2
16,68,2
16,69,2
17,0,2
17,1,2
17,2,2
17,3,2
17,4,2
17,5,2
17,6,1
17,7,2
17,8,2
17,9,2
17,10,2
17,11,1
17,12,3
17,13,2
17,14,2
17,15,3
17,16,3
17,17,3
17,18,2
17,19,3
17,20,2
17,21,3
17,22,2
17,23,2
17,24,3
17,25,2
17,26,2
17,27,1
17,28,2
17,29,2
17,30,3
17,31,2
17,32,2
17,33,3
17,34,2
17,35,3
17,36,2
17,37,3
17,38,2
17,39,3
17,40,2
17,41,2
17,42,1
17,43,2
17,44,2
17,45,2
17,46,2
17,47,3
17,48,2
17,49,2
17,50,2
17,51,1
17,52,2
17,53,5
17,54,2
17,55,5
17,56,2
17,57,2
17,58,2
17,59,2
17,60,1
17,61,2
17,62,2
17,63,2
17,64,2
17,65,2
17,66,2
17,67,2
17,68,2
17,69,2
18,0,2
18,1,2
18,2,2
18,3,2
18,4,2
18,5,2
18,6,2
18,7,2
18,8,2
18,9,2
18,10,1
18,11,2
18,12,2
18,13,2
18,14,3
18,15,2
18,16,3
18,17,2
18,18,3
18,19,2
18,20,3
18,21,2
18,22,3
18,23,2
18,24,2
18,25,3
18,26,2
18,27,2
18,28,2
18,29,3
18,30,2
18,31,3
18,32,2
18,33,3
18,34,2
18,35,3
18,36,2
18,37,3
18,38,2
18,39,2
18,40,1
18,41,2
18,42,2
18,43,2
18,44,3
18,45,2
18,46,3
18,47,2
18,48,2
18,49,3
18,50,2
18,51,2
18,52,2
18,53,2
18,54,2
18,55,2
18,56,5
18,57,5
18,58,2
18,59,2
18,60,2
18,61,1
18,62,2
18,63,2
18,64,2
18,65,2
18,66,2
18,67,1
18,68,2
18,69,2
19,0,2
19,1,2
19,2,2
19,3,2
19,4,2
19,5,2
19,6,2
19,7,2
19,8,2
19,9,2
19,10,1
19,11,2
19,12,2
19,13,3
19,14,2
19,15,3
19,16,3
19,17,2
19,18,3
19,19,2
19,20,3
19,21,2
19,22,2
19,23,1
19,24,2
19,25,2
19,26,2
19,27,1
19,28,2
19,29,2
19,30,3
19,31,2
19,32,3
19,33,2
19,34,3
19,35,2
19,36,2
19,37,3
19,38,2
19,39,3
19,40,2
19,41,2
19,42,3
19,43,2
19,44,2
19,45,3
19,46,2
19,47,3
19,48,2
19,49,2
19,50,1
19,51,2
19,52,1
19,53,2
19,54,5
19,55,2
19,56,5
19,57,2
19,58,5
19,59,2
19,60,2
19,61,2
19,62,1
19,63,2
19,64,2
19,65,2
19,66,2
19,67,2
19,68,2
19,69,2
20,0,2
20,1,2
20,2,2
20,3,2
20,4,2
20,5,2
20,6,2
20,7,2
20,8,2
20,9,1
20,10,2
20,11,2
20,12,3
20,13,2
20,14,3
20,15,2
20,16,3
20,17,2
20,18,3
20,19,2
20,20,2
20,21,3
20,22,2
20,23,2
20,24,1
20,25,2
20,26,1
20,27,2
20,28,2
20,29,2
20,30,2
20,31,3
20,32,2
20,33,2
20,34,3
20,35,2
20,36,3
20,37,2
20,38,2
20,39,2
20,40,2
20,41,2
20,42,2
20,43,3
20,44,2
20,45,3
20,46,2
20,47,3
20,48,2
20,49,3
20,50,2
20,51,1
20,52,2
20,53,5
20,54,2
20,55,5
20,56,2
20,57,5
20,58,2
20,59,5
20,60,2
20,61,2
20,62,2
20,63,2
20,64,2
20,65,2
20,66,2
20,67,2
20,68,2
20,69,2
21,0,2
21,1,2
21,2,2
21,3,2
21,4,2
21,5,2
21,6,1
21,7,2
21,8,2
21,9,1
21,10,2
21,11,2
21,12,2
21,13,3
21,14,2
21,15,3
21,16,2
21,17,3
21,18,2
21,19,2
21,20,3
21,21,2
21,22,2
21,23,1
21,24,2
21,25,2
21,26,2
21,27,2
21,28,3
21,29,2
21,30,3
21,31,2
21,32,2
21,33,3
21,34,2
21,35,3
21,36,2
21,37,3
21,38,2
21,39,3
21,40,2
21,41,3
21,42,2
21,43,3
21,44,2
21,45,3
21,46,2
21,47,3
21,48,2
21,49,3
21,50,2
21,51,2
21,52,2
21,53,2
21,54,5
21,55,2
21,56,5
21,57,2
21,58,5
21,59,2
21,60,1
21,61,2
21,62,1
21,63,2
21,64,2
21,65,2
21,66,2
21,67,2
21,68,2
21,69,2
22,0,2
22,1,2
22,2,2
22,3,2
22,4,2
22,5,2
22,6,2
22,7,2
22,8,1
22,9,2
22,10,2
22,11,2
22,12,3
22,13,2
22,14,3
22,15,2
22,16,2
22,17,2
22,18,3
22,19,2
22,20,2
22,21,2
22,22,1
22,23,2
22,24,2
22,25,3
22,26,2
22,27,3
22,28,2
22,29,2
22,30,2
22,31,2
22,32,1
22,33,2
22,34,2
22,35,2
22,36,2
22,37,2
22,38,2
22,39,2
22,40,2
22,41,2
22,42,3
22,43,2
22,44,3
22,45,2
22,46,3
22,47,2
22,48,3
22,49,2
22,50,3
22,51,2
22,52,3
22,53,2
22,54,2
22,55,5
22,56,2
22,57,5
22,58,2
22,59,2
22,60,2
22,61,2
22,62,2
22,63,1
22,64,2
22,65,2
22,66,2
22,67,1
22,68,2
22,69,2
23,0,2
23,1,2
23,2,2
23,3,2
23,4,2
23,5,2
23,6,2
23,7,2
23,8,1
23,9,2
23,10,2
23,11,2
23,12,3
23,13,2
23,14,3
23,15,2
23,16,3
23,17,2
23,18,2
23,19,3
23,20,2
23,21,3
23,22,2
23,23,2
23,24,3
23,25,2
23,26,2
23,27,2
23,28,3
23,29,2
23,30,3
23,31,2
23,32,2
23,33,2
23,34,1
23,35,2
23,36,3
23,37,2
23,38,2
23,39,3
23,40,2
23,41,3
23,42,3
23,43,2
23,44,3
23,45,2
23,46,3
23,47,2
23,48,2
23,49,2
23,50,3
23,51,2
23,52,2
23,53,5
23,54,2
23,55,2
23,56,2
23,57,5
23,58,2
23,59,5
23,60,2
23,61,2
23,62,2
23,63,2
23,64,2
23,65,2
23,66,2
23,67,2
23,68,2
23,69,2
24,0,2
24,1,2
24,2,2
24,3,2
24,4,2
24,5,2
24,6,2
24,7,1
24,8,2
24,9,2
24,10,2
24,11,3
24,12,2
24,13,3
24,14,2
24,15,3
24,16,2
24,17,2
24,18,1
24,19,2
24,20,2
24,21,3
24,22,2
24,23,3
24,24,2
24,25,2
24,26,3
24,27,2
24,28,3
24,29,2
24,30,2
24,31,2
24,32,3
24,33,2
24,34,2
24,35,2
24,36,2
24,37,2
24,38,2
24,39,3
24,40,3
24,41,2
24,42,3
24,43,2
24,44,3
24,45,2
24,46,3
24,47,2
24,48,3
24,49,2
24,50,3
24,51,2
24,52,3
24,53,2
24,54,5
24,55,2
24,56,2
24,57,5
24,58,2
24,59,5
24,60,2
24,61,2
24,62,2
24,63,1
24,64,1
24,65,2
24,66,2
24,67,2
24,68,2
24,69,2
25,0,2
25,1,2
25,2,2
25,3,2
25,4,2
25,5,1
25,6,2
25,7,1
25,8,2
25,9,2
25,10,2
25,11,3
25,12,3
25,13,2
25,14,3
25,15,2
25,16,3
25,17,2
25,18,2
25,19,3
25,20,2
25,21,3
25,22,2
25,23,3
25,24,2
25,25,2
25,26,2
25,27,3
25,28,3
25,29,3
25,30,3
25,31,2
25,32,2
25,33,2
25,34,3
25,35,2
25,36,3
25,37,2
25,38,3
25,39,2
25,40,3
25,41,3
25,42,2
25,43,3
25,44,2
25,45,3
25,46,3
25,47,2
25,48,3
25,49,2
25,50,2
25,51,2
25,52,2
25,53,2
25,54,2
25,55,1
25,56,2
25,57,2
25,58,2
25,59,2
25,60,1
25,61,2
25,62,2
25,63,2
25,64,2
25,65,2
25,66,2
25,67,2
25,68,2
25,69,2
26,0,2
26,1,2
26,2,2
26,3,2
26,4,2
26,5,2
26,6,1
26,7,2
26,8,2
26,9,2
26,10,2
26,11,3
26,12,2
26,13,3
26,14,2
26,15,2
26,16,2
26,17,3
26,18,2
26,19,2
26,20,3
26,21,2
26,22,3
26,23,2
26,24,3
26,25,2
26,26,3
26,27,2
26,28,3
26,29,3
26,30,3
26,31,3
26,32,3
26,33,2
26,34,2
26,35,2
26,36,2
26,37,3
26,38,3
26,39,2
26,40,2
26,41,3
26,42,2
26,43,3
26,44,3
26,45,2
26,46,3
26,47,2
26,48,3
26,49,2
26,50,3
26,51,3
26,52,2
26,53,3
26,54,2
26,55,1
26,56,2
26,57,1
26,58,2
26,59,1
26,60,2
26,61,2
26,62,2
26,63,2
26,64,1
26,65,2
26,66,2
26,67,2
26,68,2
26,69,2
27,0,2
27,1,2
27,2,2
27,3,2
27,4,2
27,5,2
27,6,1
27,7,2
27,8,2
27,9,2
27,10,3
27,11,3
27,12,2
27,13,3
27,14,2
27,15,3
27,16,2
27,17,2
27,18,3
27,19,2
27,20,2
27,21,3
27,22,2
27,23,3
27,24,2
27,25,2
27,26,2
27,27,3
27,28,2
27,29,3
27,30,3
27,31,3
27,32,3
27,33,2
27,34,3
27,35,3
27,36,3
27,37,2
27,38,2
27,39,3
27,40,2
27,41,2
27,42,3
27,43,2
27,44,3
27,45,3
27,46,2
27,47,3
27,48,2
27,49,3
27,50,2
27,51,2
27,52,3
27,53,2
27,54,3
27,55,2
27,56,2
27,57,2
27,58,1
27,59,2
27,60,1
27,61,2
27,62,1
27,63,2
27,64,2
27,65,1
27,66,2
27,67,2
27,68,2
27,69,2
28,0,2
28,1,2
28,2,2
28,3,2
28,4,2
28,5,1
28,6,2
28,7,2
28,8,2
28,9,2
28,10,3
28,11,2
28,12,3
28,13,2
28,14,3
28,15,2
28,16,3
28,17,2
28,18,3
28,19,2
28,20,3
28,21,2
28,22,2
28,23,3
28,24,2
28,25,3
28,26,2
28,27,2
28,28,3
28,29,2
28,30,2
28,31,3
28,32,3
28,33,3
28,34,3
28,35,2
28,36,3
28,37,2
28,38,3
28,39,2
28,40,2
28,41,3
28,42,2
28,43,3
28,44,2
28,45,3
28,46,2
28,47,3
28,48,2
28,49,3
28,50,2
28,51,3
28,52,2
28,53,2
28,54,2
28,55,1
28,56,2
28,57,1
28,58,2
28,59,2
28,60,2
28,61,2
28,62,2
28,63,2
28,64,2
28,65,1
28,66,2
28,67,2
28,68,2
28,69,2
29,0,2
29,1,2
29,2,2
29,3,2
29,4,2
29,5,1
29,6,2
29,7,2
29,8,2
29,9,3
29,10,2
29,11,3
29,12,2
29,13,3
29,14,2
29,15,3
29,16,2
29,17,3
29,18,2
29,19,2
29,20,3
29,21,2
29,22,3
29,23,2
29,24,2
29,25,2
29,26,3
29,27,2
29,28,2
29,29,3
29,30,2
29,31,3
29,32,3
29,33,3
29,34,2
29,35,3
29,36,2
29,37,3
29,38,2
29,39,2
29,40,3
29,41,2
29,42,2
29,43,3
29,44,2
29,45,3
29,46,3
29,47,2
29,48,3
29,49,2
29,50,3
29,51,2
29,52,3
29,53,3
29,54,2
29,55,2
29,56,3
29,57,2
29,58,3
29,59,2
29,60,3
29,61,2
29,62,3
29,63,2
29,64,2
29,65,1
29,66,2
29,67,2
29,68,2
29,69,2
30,0,2
30,1,2
30,2,2
30,3,2
30,4,2
30,5,1
30,6,2
30,7,2
30,8,2
30,9,2
30,10,3
30,11,2
30,12,2
30,13,2
30,14,2
30,15,2
30,16,2
30,17,2
30,18,3
30,19,2
30,20,3
30,21,2
30,22,3
30,23,2
30,24,3
30,25,2
30,26,2
30,27,3
30,28,2
30,29,2
30,30,3
30,31,2
30,32,3
30,33,3
30,34,3
30,35,3
30,36,2
30,37,2
30,38,2
30,39,2
30,40,2
30,41,3
30,42,2
30,43,3
30,44,2
30,45,3
30,46,2
30,47,3
30,48,3
30,49,2
30,50,3
30,51,2
30,52,2
30,53,3
30,54,2
30,55,3
30,56,2
30,57,2
30,58,2
30,59,3
30,60,2
30,61,3
30,62,2
30,63,2
30,64,2
30,65,2
30,66,1
30,67,2
30,68,2
30,69,2
31,0,2
31,1,2
31,2,2
31,3,2
31,4,1
31,5,2
31,6,2
31,7,2
31,8,3
31,9,2
31,10,3
31,11,3
31,12,2
31,13,3
31,14,3
31,15,2
31,16,3
31,17,2
31,18,3
31,19,2
31,20,3
31,21,2
31,22,3
31,23,2
31,24,2
31,25,1
31,26,2
31,27,2
31,28,3
31,29,2
31,30,2
31,31,2
31,32,3
31,33,3
31,34,2
31,35,3
31,36,2
31,37,3
31,38,2
31,39,3
31,40,2
31,41,2
31,42,3
31,43,2
31,44,3
31,45,2
31,46,3
31,47,3
31,48,3
31,49,2
31,50,3
31,51,2
31,52,3
31,53,2
31,54,3
31,55,2
31,56,2
31,57,3
31,58,2
31,59,2
31,60,3
31,61,2
31,62,2
31,63,2
31,64,2
31,65,2
31,66,1
31,67,2
31,68,2
31,69,2
32,0,2
32,1,2
32,2,2
32,3,2
32,4,2
32,5,1
32,6,2
32,7,2
32,8,2
32,9,3
32,10,3
32,11,2
32,12,3
32,13,2
32,14,3
32,15,2
32,16,2
32,17,3
32,18,2
32,19,3
32,20,2
32,21,3
32,22,2
32,23,3
32,24,2
32,25,1
32,26,2
32,27,2
32,28,2
32,29,3
32,30,2
32,31,3
32,32,3
32,33,3
32,34,3
32,35,3
32,36,2
32,37,2
32,38,2
32,39,2
32,40,3
32,41,2
32,42,2
32,43,3
32,44,3
32,45,3
32,46,3
32,47,2
32,48,3
32,49,2
32,50,3
32,51,2
32,52,3
32,53,2
32,54,3
32,55,2
32,56,3
32,57,2
32,58,3
32,59,2
32,60,3
32,61,3
32,62,3
32,63,2
32,64,2
32,65,2
32,66,1
32,67,2
32,68,2
32,69,2
33,0,2
33,1,2
33,2,2
33,3,2
33,4,1
33,5,2
33,6,2
33,7,3
33,8,2
33,9,3
33,10,2
33,11,3
33,12,3
33,13,2
33,14,3
33,15,2
33,16,3
33,17,2
33,18,2
33,19,3
33,20,2
